settlement_id,merchant_id,batch_date,total_transactions,total_amount,settled_amount,settlement_status
SET001247,MER0049,2025-03-23,6,2035.68,2010.33,VARIANCE
SET001248,MER0049,2025-03-30,2,3595.27,3530.94,VARIANCE
SET001249,MER0049,2025-04-06,1,215.69,212.45,VARIANCE
SET001250,MER0049,2025-04-13,3,1390.22,1386.66,VARIANCE
SET001251,MER0049,2025-04-20,0,0.0,0.0,MATCHED
SET001252,MER0049,2025-04-27,2,766.44,760.55,VARIANCE
SET001253,MER0049,2025-05-04,2,200.94,195.28,VARIANCE
SET001254,MER0049,2025-05-11,0,0.0,0.0,MATCHED
SET001255,MER0049,2025-05-18,1,845.38,821.38,VARIANCE
SET001256,MER0049,2025-05-25,5,1317.8,1286.11,VARIANCE
SET001257,MER0049,2025-06-01,6,4708.49,4593.87,VARIANCE
SET001258,MER0049,2025-06-08,2,1777.54,1744.7,VARIANCE
SET001259,MER0049,2025-06-15,1,167.41,163.19,VARIANCE
SET001260,MER0049,2025-06-22,3,1298.89,1296.33,VARIANCE
SET001261,MER0049,2025-06-29,4,1582.67,1549.46,VARIANCE
SET001262,MER0050,2025-01-05,3,1859.01,1820.21,VARIANCE
SET001263,MER0050,2025-01-12,3,1768.56,1719.27,VARIANCE
SET001264,MER0050,2025-01-19,1,312.1,306.19,VARIANCE
SET001265,MER0050,2025-01-26,3,3547.2,3524.23,VARIANCE
SET001266,MER0050,2025-02-02,0,0.0,0.0,MATCHED
SET001267,MER0050,2025-02-09,3,1221.19,1217.29,VARIANCE
SET001268,MER0050,2025-02-16,1,301.25,297.79,VARIANCE
SET001269,MER0050,2025-02-23,1,2050.65,2028.75,VARIANCE
SET001270,MER0050,2025-03-02,2,795.73,782.05,VARIANCE
SET001271,MER0050,2025-03-09,5,2508.09,2495.7,VARIANCE
SET001272,MER0050,2025-03-16,0,0.0,0.0,MATCHED
SET001273,MER0050,2025-03-23,4,810.45,789.53,VARIANCE
SET001274,MER0050,2025-03-30,5,5458.07,5331.05,VARIANCE
SET001275,MER0050,2025-04-06,2,2466.2,2451.2,VARIANCE
SET001276,MER0050,2025-04-13,4,8376.94,8140.16,VARIANCE
SET001277,MER0050,2025-04-20,4,1560.43,1522.06,VARIANCE
SET001278,MER0050,2025-04-27,2,3533.48,3493.94,VARIANCE
SET001279,MER0050,2025-05-04,4,1528.79,1514.22,VARIANCE
SET001280,MER0050,2025-05-11,1,235.62,231.84,VARIANCE
SET001281,MER0050,2025-05-18,3,4123.44,4080.44,VARIANCE
SET001282,MER0050,2025-05-25,0,0.0,0.0,MATCHED
SET001283,MER0050,2025-06-01,1,585.02,577.82,VARIANCE
SET001284,MER0050,2025-06-08,2,2352.68,2284.83,VARIANCE
SET001285,MER0050,2025-06-15,1,982.92,965.58,VARIANCE
SET001286,MER0050,2025-06-22,1,254.75,254.55,MATCHED
SET001287,MER0050,2025-06-29,2,3538.31,3493.22,VARIANCE
SET001288,MER0051,2025-01-05,5,3198.31,3135.06,VARIANCE
SET001289,MER0051,2025-01-12,0,0.0,0.0,MATCHED
SET001290,MER0051,2025-01-19,2,701.05,700.55,MATCHED
SET001291,MER0051,2025-01-26,2,2659.34,2616.71,VARIANCE
SET001292,MER0051,2025-02-02,3,2532.59,2488.23,VARIANCE
SET001293,MER0051,2025-02-09,2,252.57,251.22,VARIANCE
SET001294,MER0051,2025-02-16,3,3575.71,3559.7,VARIANCE
SET001295,MER0051,2025-02-23,5,3959.99,3868.05,VARIANCE
SET001296,MER0051,2025-03-02,2,2743.16,2715.87,VARIANCE
SET001297,MER0051,2025-03-09,2,8307.73,8132.96,VARIANCE
SET001298,MER0051,2025-03-16,1,525.03,514.85,VARIANCE
SET001299,MER0051,2025-03-23,4,2553.03,2537.94,VARIANCE
SET001300,MER0051,2025-03-30,2,350.44,343.74,VARIANCE
SET001301,MER0051,2025-04-06,4,1953.85,1948.83,VARIANCE
SET001302,MER0051,2025-04-13,1,324.34,319.34,VARIANCE
SET001303,MER0051,2025-04-20,3,1939.06,1931.34,VARIANCE
SET001304,MER0051,2025-04-27,2,969.84,944.5,VARIANCE
SET001305,MER0051,2025-05-04,3,4507.34,4426.8,VARIANCE
SET001306,MER0051,2025-05-11,1,145.42,141.2,VARIANCE
SET001307,MER0051,2025-05-18,2,1188.32,1183.26,VARIANCE
SET001308,MER0051,2025-05-25,5,3242.94,3232.2,VARIANCE
SET001309,MER0051,2025-06-01,4,2645.08,2604.29,VARIANCE
SET001310,MER0051,2025-06-08,2,1840.21,1810.66,VARIANCE
SET001311,MER0051,2025-06-15,0,0.0,0.0,MATCHED
SET001312,MER0051,2025-06-22,2,5988.0,5877.81,VARIANCE
SET001313,MER0051,2025-06-29,2,2415.42,2365.13,VARIANCE
SET001314,MER0052,2025-01-05,4,2882.71,2808.12,VARIANCE
SET001315,MER0052,2025-01-12,0,0.0,0.0,MATCHED
SET001316,MER0052,2025-01-19,4,4636.0,4608.51,VARIANCE
SET001317,MER0052,2025-01-26,5,5095.87,5023.57,VARIANCE
SET001318,MER0052,2025-02-02,6,4110.22,4076.86,VARIANCE
SET001319,MER0052,2025-02-09,1,4499.54,4477.38,VARIANCE
SET001320,MER0052,2025-02-16,3,2547.23,2521.92,VARIANCE
SET001321,MER0052,2025-02-23,6,4432.37,4313.8,VARIANCE
SET001322,MER0052,2025-03-02,1,485.59,480.47,VARIANCE
SET001323,MER0052,2025-03-09,2,1062.22,1058.13,VARIANCE
SET001324,MER0052,2025-03-16,3,2906.71,2860.97,VARIANCE
SET001325,MER0052,2025-03-23,2,1047.16,1029.16,VARIANCE
SET001326,MER0052,2025-03-30,2,670.1,662.95,VARIANCE
SET001327,MER0052,2025-04-06,2,535.94,522.93,VARIANCE
SET001328,MER0052,2025-04-13,1,690.61,674.56,VARIANCE
SET001329,MER0052,2025-04-20,1,231.6,229.38,VARIANCE
SET001330,MER0052,2025-04-27,1,754.03,753.88,MATCHED
SET001331,MER0052,2025-05-04,4,2544.87,2477.2,VARIANCE
SET001332,MER0052,2025-05-11,1,2192.34,2170.3,VARIANCE
SET001333,MER0052,2025-05-18,0,0.0,0.0,MATCHED
SET001334,MER0052,2025-05-25,2,1004.42,975.42,VARIANCE
SET001335,MER0052,2025-06-01,3,3896.02,3798.0,VARIANCE
SET001336,MER0052,2025-06-08,3,1622.76,1588.93,VARIANCE
SET001337,MER0052,2025-06-15,2,847.23,839.41,VARIANCE
SET001338,MER0052,2025-06-22,2,2606.66,2538.84,VARIANCE
SET001339,MER0052,2025-06-29,1,312.78,306.9,VARIANCE
SET001340,MER0053,2025-01-12,3,2180.26,2155.43,VARIANCE
SET001341,MER0053,2025-01-19,1,1060.62,1052.82,VARIANCE
SET001342,MER0053,2025-01-26,1,2039.37,2039.11,MATCHED
SET001343,MER0053,2025-02-02,3,3707.35,3689.32,VARIANCE
SET001344,MER0053,2025-02-09,2,1135.53,1107.98,VARIANCE
SET001345,MER0053,2025-02-16,5,3395.12,3350.23,VARIANCE
SET001346,MER0053,2025-02-23,1,828.82,819.02,VARIANCE
SET001347,MER0053,2025-03-02,1,109.75,108.28,VARIANCE
SET001348,MER0053,2025-03-09,3,2703.12,2670.46,VARIANCE
SET001349,MER0053,2025-03-16,2,649.69,637.66,VARIANCE
SET001350,MER0053,2025-03-23,0,0.0,0.0,MATCHED
SET001351,MER0053,2025-03-30,2,1626.3,1610.06,VARIANCE
SET001352,MER0053,2025-04-06,2,816.05,812.95,VARIANCE
SET001353,MER0053,2025-04-13,2,1163.25,1152.16,VARIANCE
SET001354,MER0053,2025-04-20,5,1961.86,1941.73,VARIANCE
SET001355,MER0053,2025-04-27,5,2993.7,2989.91,VARIANCE
SET001356,MER0053,2025-05-04,1,685.98,670.62,VARIANCE
SET001357,MER0053,2025-05-11,1,522.16,515.5,VARIANCE
SET001358,MER0053,2025-05-18,2,1162.61,1156.58,VARIANCE
SET001359,MER0053,2025-05-25,3,610.8,604.43,VARIANCE
SET001360,MER0053,2025-06-01,1,418.36,405.82,VARIANCE
SET001361,MER0053,2025-06-08,4,2255.8,2222.7,VARIANCE
SET001362,MER0053,2025-06-15,3,2132.59,2120.87,VARIANCE
SET001363,MER0053,2025-06-22,3,862.9,842.25,VARIANCE
SET001364,MER0053,2025-06-29,2,2450.0,2405.44,VARIANCE
SET001365,MER0054,2025-01-05,3,1733.65,1732.74,MATCHED
SET001366,MER0054,2025-01-12,5,2436.15,2396.26,VARIANCE
SET001367,MER0054,2025-01-19,0,0.0,0.0,MATCHED
SET001368,MER0054,2025-01-26,2,3301.68,3261.81,VARIANCE
SET001369,MER0054,2025-02-02,4,7526.64,7492.74,VARIANCE
SET001370,MER0054,2025-02-09,2,3965.48,3900.72,VARIANCE
SET001371,MER0054,2025-02-16,7,2650.67,2642.6,VARIANCE
SET001372,MER0054,2025-02-23,1,514.81,510.25,VARIANCE
SET001373,MER0054,2025-03-02,2,945.62,928.64,VARIANCE
SET001374,MER0054,2025-03-09,4,2510.87,2481.87,VARIANCE
SET001375,MER0054,2025-03-16,5,5070.44,4964.02,VARIANCE
SET001376,MER0054,2025-03-23,1,266.47,258.89,VARIANCE
SET001377,MER0054,2025-03-30,3,1619.0,1594.0,VARIANCE
SET001378,MER0054,2025-04-06,2,3074.03,2986.03,VARIANCE
SET001379,MER0054,2025-04-13,0,0.0,0.0,MATCHED
SET001380,MER0054,2025-04-20,3,2987.69,2973.64,VARIANCE
SET001381,MER0054,2025-04-27,1,345.74,345.43,MATCHED
SET001382,MER0054,2025-05-04,4,773.0,754.4,VARIANCE
SET001383,MER0054,2025-05-11,3,6836.76,6665.69,VARIANCE
SET001384,MER0054,2025-05-18,3,469.1,460.0,VARIANCE
SET001385,MER0054,2025-05-25,2,1015.34,998.6,VARIANCE
SET001386,MER0054,2025-06-01,2,506.58,493.54,VARIANCE
SET001387,MER0054,2025-06-08,3,2302.78,2289.43,VARIANCE
SET001388,MER0054,2025-06-15,3,1111.09,1083.0,VARIANCE
SET001389,MER0054,2025-06-22,2,1672.96,1649.84,VARIANCE
SET001390,MER0055,2025-01-05,2,4686.58,4584.24,VARIANCE
SET001391,MER0055,2025-01-12,1,535.87,530.19,VARIANCE
SET001392,MER0055,2025-01-19,2,534.24,520.08,VARIANCE
SET001393,MER0055,2025-01-26,3,2343.29,2307.72,VARIANCE
SET001394,MER0055,2025-02-02,2,497.42,495.15,VARIANCE
SET001395,MER0055,2025-02-09,3,572.87,555.97,VARIANCE
SET001396,MER0055,2025-02-16,1,159.05,155.2,VARIANCE
SET001397,MER0055,2025-02-23,3,2332.58,2267.66,VARIANCE
SET001398,MER0055,2025-03-02,1,615.3,612.27,VARIANCE
SET001399,MER0055,2025-03-09,1,437.28,432.96,VARIANCE
SET001400,MER0055,2025-03-16,2,640.96,626.39,VARIANCE
SET001401,MER0055,2025-03-23,2,937.67,934.86,VARIANCE
SET001402,MER0055,2025-03-30,4,4611.47,4497.05,VARIANCE
SET001403,MER0055,2025-04-06,1,171.71,169.08,VARIANCE
SET001404,MER0055,2025-04-13,1,2962.15,2938.15,VARIANCE
SET001405,MER0055,2025-04-20,2,1272.58,1257.35,VARIANCE
SET001406,MER0055,2025-04-27,2,1367.36,1329.04,VARIANCE
SET001407,MER0055,2025-05-04,3,1176.56,1142.93,VARIANCE
SET001408,MER0055,2025-05-11,1,948.71,925.49,VARIANCE
SET001409,MER0055,2025-05-18,1,217.63,217.28,MATCHED
SET001410,MER0055,2025-05-25,4,527.67,526.07,VARIANCE
SET001411,MER0055,2025-06-01,1,217.88,213.31,VARIANCE
SET001412,MER0055,2025-06-08,2,1053.32,1023.23,VARIANCE
SET001413,MER0055,2025-06-15,3,4810.6,4757.89,VARIANCE
SET001414,MER0055,2025-06-22,4,1909.78,1863.85,VARIANCE
SET001415,MER0055,2025-06-29,4,4529.32,4514.65,VARIANCE
SET001416,MER0056,2025-01-05,1,125.98,125.67,MATCHED
SET001417,MER0056,2025-01-12,2,592.47,588.6,VARIANCE
SET001418,MER0056,2025-01-19,3,2332.91,2317.3,VARIANCE
SET001419,MER0056,2025-01-26,4,2526.83,2510.04,VARIANCE
SET001420,MER0056,2025-02-02,2,433.38,431.19,VARIANCE
SET001421,MER0056,2025-02-09,1,283.15,277.88,VARIANCE
SET001422,MER0056,2025-02-16,2,1618.43,1604.93,VARIANCE
SET001423,MER0056,2025-02-23,0,0.0,0.0,MATCHED
SET001424,MER0056,2025-03-02,2,1850.67,1833.71,VARIANCE
SET001425,MER0056,2025-03-09,2,1242.25,1221.56,VARIANCE
SET001426,MER0056,2025-03-16,2,4403.24,4401.16,VARIANCE
SET001427,MER0056,2025-03-23,4,1442.34,1433.06,VARIANCE
SET001428,MER0056,2025-03-30,2,895.3,880.6,VARIANCE
SET001429,MER0056,2025-04-06,1,180.74,179.15,VARIANCE
SET001430,MER0056,2025-04-13,1,336.74,332.55,VARIANCE
SET001431,MER0056,2025-04-20,1,783.4,774.4,VARIANCE
SET001432,MER0056,2025-04-27,3,1446.17,1403.13,VARIANCE
SET001433,MER0056,2025-05-04,4,3717.44,3630.99,VARIANCE
SET001434,MER0056,2025-05-11,1,437.16,427.42,VARIANCE
SET001435,MER0056,2025-05-18,1,144.44,143.15,VARIANCE
SET001436,MER0056,2025-05-25,5,1883.51,1878.78,VARIANCE
SET001437,MER0056,2025-06-01,4,1829.21,1808.82,VARIANCE
SET001438,MER0056,2025-06-08,2,829.99,823.97,VARIANCE
SET001439,MER0056,2025-06-15,0,0.0,0.0,MATCHED
SET001440,MER0056,2025-06-22,3,1373.91,1338.71,VARIANCE
SET001441,MER0056,2025-06-29,1,1768.03,1728.53,VARIANCE
SET001442,MER0057,2025-01-05,3,265.75,262.41,VARIANCE
SET001443,MER0057,2025-01-12,2,579.03,574.76,VARIANCE
SET001444,MER0057,2025-01-19,5,3535.29,3473.7,VARIANCE
SET001445,MER0057,2025-01-26,2,6820.37,6757.95,VARIANCE
SET001446,MER0057,2025-02-02,0,0.0,0.0,MATCHED
SET001447,MER0057,2025-02-09,2,2092.94,2049.92,VARIANCE
SET001448,MER0057,2025-02-16,2,1565.3,1526.27,VARIANCE
SET001449,MER0057,2025-02-23,5,3574.79,3511.93,VARIANCE
SET001450,MER0057,2025-03-02,5,5390.86,5322.9,VARIANCE
SET001451,MER0057,2025-03-09,4,4080.59,3971.62,VARIANCE
SET001452,MER0057,2025-03-16,1,1082.64,1080.37,VARIANCE
SET001453,MER0057,2025-03-23,0,0.0,0.0,MATCHED
SET001454,MER0057,2025-03-30,3,3454.73,3426.88,VARIANCE
SET001455,MER0057,2025-04-06,1,340.77,334.09,VARIANCE
SET001456,MER0057,2025-04-13,1,218.11,217.7,MATCHED
SET001457,MER0057,2025-04-20,1,308.18,301.58,VARIANCE
SET001458,MER0057,2025-04-27,3,897.29,871.06,VARIANCE
SET001459,MER0057,2025-05-04,2,1883.95,1866.46,VARIANCE
SET001460,MER0057,2025-05-11,4,1820.42,1786.47,VARIANCE
SET001461,MER0057,2025-05-18,3,9879.16,9825.26,VARIANCE
SET001462,MER0057,2025-05-25,3,1122.17,1110.95,VARIANCE
SET001463,MER0057,2025-06-01,7,9720.34,9557.38,VARIANCE
SET001464,MER0057,2025-06-08,1,538.27,532.79,VARIANCE
SET001465,MER0057,2025-06-15,3,1294.84,1282.46,VARIANCE
SET001466,MER0057,2025-06-22,6,2514.75,2464.1,VARIANCE
SET001467,MER0058,2025-01-05,3,1633.56,1594.1,VARIANCE
SET001468,MER0058,2025-01-12,4,961.28,951.29,VARIANCE
SET001469,MER0058,2025-01-19,2,898.58,886.96,VARIANCE
SET001470,MER0058,2025-01-26,1,443.48,430.81,VARIANCE
SET001471,MER0058,2025-02-02,3,1008.54,983.18,VARIANCE
SET001472,MER0058,2025-02-09,2,1511.48,1485.67,VARIANCE
SET001473,MER0058,2025-02-16,2,855.0,831.66,VARIANCE
SET001474,MER0058,2025-02-23,1,468.8,462.11,VARIANCE
SET001475,MER0058,2025-03-02,4,1578.8,1550.16,VARIANCE
SET001476,MER0058,2025-03-09,5,4211.59,4122.59,VARIANCE
SET001477,MER0058,2025-03-16,1,548.35,544.25,VARIANCE
SET001478,MER0058,2025-03-23,2,520.39,516.3,VARIANCE
SET001479,MER0058,2025-03-30,2,651.24,633.01,VARIANCE
SET001480,MER0058,2025-04-06,3,2243.91,2216.77,VARIANCE
SET001481,MER0058,2025-04-13,3,1818.54,1818.14,MATCHED
SET001482,MER0058,2025-04-20,2,375.93,371.49,VARIANCE
SET001483,MER0058,2025-04-27,5,3651.76,3650.1,VARIANCE
SET001484,MER0058,2025-05-04,2,959.99,937.89,VARIANCE
SET001485,MER0058,2025-05-11,2,455.94,445.28,VARIANCE
SET001486,MER0058,2025-05-18,6,6141.14,6017.17,VARIANCE
SET001487,MER0058,2025-05-25,4,4439.59,4337.64,VARIANCE
SET001488,MER0058,2025-06-01,1,245.17,238.99,VARIANCE
SET001489,MER0058,2025-06-08,0,0.0,0.0,MATCHED
SET001490,MER0058,2025-06-15,3,4134.92,4073.02,VARIANCE
SET001491,MER0058,2025-06-22,3,646.1,642.45,VARIANCE
SET001492,MER0058,2025-06-29,1,95.05,94.4,MATCHED
SET001493,MER0059,2025-01-05,1,2345.76,2278.19,VARIANCE
SET001494,MER0059,2025-01-12,3,4476.91,4445.56,VARIANCE
SET001495,MER0059,2025-01-19,2,1842.42,1822.42,VARIANCE
SET001496,MER0059,2025-01-26,1,1507.44,1474.25,VARIANCE
SET001497,MER0059,2025-02-02,4,6519.02,6324.79,VARIANCE
SET001498,MER0059,2025-02-09,0,0.0,0.0,MATCHED
SET001499,MER0059,2025-02-16,3,1132.53,1103.13,VARIANCE
SET001500,MER0059,2025-02-23,2,1401.89,1370.51,VARIANCE
SET001501,MER0059,2025-03-02,2,609.87,597.14,VARIANCE
SET001502,MER0059,2025-03-09,2,657.31,653.3,VARIANCE
SET001503,MER0059,2025-03-16,4,1777.62,1774.7,VARIANCE
SET001504,MER0059,2025-03-23,2,1320.97,1317.63,VARIANCE
SET001505,MER0059,2025-03-30,2,850.79,846.95,VARIANCE
SET001506,MER0059,2025-04-06,3,1240.6,1234.85,VARIANCE
SET001507,MER0059,2025-04-13,1,491.51,483.73,VARIANCE
SET001508,MER0059,2025-04-20,2,5347.04,5195.63,VARIANCE
SET001509,MER0059,2025-04-27,3,4473.06,4370.39,VARIANCE
SET001510,MER0059,2025-05-04,0,0.0,0.0,MATCHED
SET001511,MER0059,2025-05-11,3,3068.62,2987.23,VARIANCE
SET001512,MER0059,2025-05-18,3,859.15,836.85,VARIANCE
SET001513,MER0059,2025-05-25,2,1221.92,1196.96,VARIANCE
SET001514,MER0059,2025-06-01,2,1160.79,1127.72,VARIANCE
SET001515,MER0059,2025-06-08,3,4152.14,4064.36,VARIANCE
SET001516,MER0059,2025-06-15,1,104.59,104.14,MATCHED
SET001517,MER0059,2025-06-22,2,1260.5,1231.83,VARIANCE
SET001518,MER0059,2025-06-29,1,514.74,507.16,VARIANCE
SET001519,MER0060,2025-01-05,1,124.77,124.21,MATCHED
SET001520,MER0060,2025-01-12,2,965.61,937.09,VARIANCE
SET001521,MER0060,2025-01-19,6,5247.65,5204.69,VARIANCE
SET001522,MER0060,2025-01-26,2,1033.68,1019.51,VARIANCE
SET001523,MER0060,2025-02-02,2,1101.53,1069.48,VARIANCE
SET001524,MER0060,2025-02-09,3,910.16,907.17,VARIANCE
SET001525,MER0060,2025-02-16,6,13940.92,13855.33,VARIANCE
SET001526,MER0060,2025-02-23,0,0.0,0.0,MATCHED
SET001527,MER0060,2025-03-02,1,194.55,194.32,MATCHED
SET001528,MER0060,2025-03-09,2,351.19,346.73,VARIANCE
SET001529,MER0060,2025-03-16,4,3641.64,3601.77,VARIANCE
SET001530,MER0060,2025-03-23,1,468.5,457.43,VARIANCE
SET001531,MER0060,2025-03-30,2,564.13,547.72,VARIANCE
SET001532,MER0060,2025-04-06,2,467.25,463.12,VARIANCE
SET001533,MER0060,2025-04-13,2,1003.65,995.02,VARIANCE
SET001534,MER0060,2025-04-20,1,337.42,329.13,VARIANCE
SET001535,MER0060,2025-04-27,2,687.27,667.35,VARIANCE
SET001536,MER0060,2025-05-04,3,1730.04,1707.96,VARIANCE
SET001537,MER0060,2025-05-11,2,1154.31,1130.34,VARIANCE
SET001538,MER0060,2025-05-18,2,275.84,270.42,VARIANCE
SET001539,MER0060,2025-05-25,3,6761.58,6734.81,VARIANCE
SET001540,MER0060,2025-06-01,1,366.62,361.84,VARIANCE
SET001541,MER0060,2025-06-08,1,353.6,344.24,VARIANCE
SET001542,MER0060,2025-06-15,6,9336.85,9252.54,VARIANCE
SET001543,MER0060,2025-06-22,3,751.55,745.25,VARIANCE
SET001544,MER0060,2025-06-29,4,8923.77,8808.1,VARIANCE
SET001545,MER0061,2025-01-05,2,2415.08,2411.72,VARIANCE
SET001546,MER0061,2025-01-12,2,306.43,301.61,VARIANCE
SET001547,MER0061,2025-01-19,3,1131.71,1119.82,VARIANCE
SET001548,MER0061,2025-01-26,5,3160.1,3070.59,VARIANCE
SET001549,MER0061,2025-02-02,1,456.25,446.68,VARIANCE
SET001550,MER0061,2025-02-09,3,1083.18,1060.44,VARIANCE
SET001551,MER0061,2025-02-16,1,139.37,136.99,VARIANCE
SET001552,MER0061,2025-02-23,1,149.2,147.01,VARIANCE
SET001553,MER0061,2025-03-02,4,4110.76,4001.58,VARIANCE
SET001554,MER0061,2025-03-09,6,3388.42,3357.01,VARIANCE
SET001555,MER0061,2025-03-16,4,7285.32,7078.67,VARIANCE
SET001556,MER0061,2025-03-23,3,2743.89,2682.34,VARIANCE
SET001557,MER0061,2025-03-30,3,3466.91,3423.77,VARIANCE
SET001558,MER0061,2025-04-06,4,4306.46,4180.39,VARIANCE
SET001559,MER0061,2025-04-13,1,712.07,697.73,VARIANCE
SET001560,MER0061,2025-04-20,2,7657.23,7613.43,VARIANCE
SET001561,MER0061,2025-04-27,1,238.84,236.92,VARIANCE
SET001562,MER0061,2025-05-04,3,5535.9,5432.2,VARIANCE
SET001563,MER0061,2025-05-11,2,2420.2,2359.72,VARIANCE
SET001564,MER0061,2025-05-18,3,1735.11,1722.11,VARIANCE
SET001565,MER0061,2025-05-25,0,0.0,0.0,MATCHED
SET001566,MER0061,2025-06-01,3,1383.36,1345.23,VARIANCE
SET001567,MER0061,2025-06-08,3,1605.9,1577.88,VARIANCE
SET001568,MER0061,2025-06-15,0,0.0,0.0,MATCHED
SET001569,MER0061,2025-06-22,0,0.0,0.0,MATCHED
SET001570,MER0061,2025-06-29,3,4044.8,3948.06,VARIANCE
SET001571,MER0062,2025-01-05,2,775.33,771.19,VARIANCE
SET001572,MER0062,2025-01-12,0,0.0,0.0,MATCHED
SET001573,MER0062,2025-01-19,2,1614.6,1604.85,VARIANCE
SET001574,MER0062,2025-01-26,0,0.0,0.0,MATCHED
SET001575,MER0062,2025-02-02,1,457.33,452.99,VARIANCE
SET001576,MER0062,2025-02-09,5,4256.03,4213.96,VARIANCE
SET001577,MER0062,2025-02-16,3,1146.64,1122.48,VARIANCE
SET001578,MER0062,2025-02-23,6,2835.8,2773.96,VARIANCE
SET001579,MER0062,2025-03-02,1,1227.61,1204.54,VARIANCE
SET001580,MER0062,2025-03-09,2,1454.86,1446.59,VARIANCE
SET001581,MER0062,2025-03-16,3,2087.25,2061.95,VARIANCE
SET001582,MER0062,2025-03-23,2,463.76,453.72,VARIANCE
SET001583,MER0062,2025-03-30,4,1444.78,1440.56,VARIANCE
SET001584,MER0062,2025-04-06,5,2065.58,2035.64,VARIANCE
SET001585,MER0062,2025-04-13,3,2406.43,2404.9,VARIANCE
SET001586,MER0062,2025-04-20,3,1562.38,1546.12,VARIANCE
SET001587,MER0062,2025-04-27,2,724.43,718.67,VARIANCE
SET001588,MER0062,2025-05-04,2,1816.74,1781.03,VARIANCE
SET001589,MER0062,2025-05-11,3,1721.87,1721.44,MATCHED
SET001590,MER0062,2025-05-18,2,572.21,563.28,VARIANCE
SET001591,MER0062,2025-05-25,3,2413.19,2389.56,VARIANCE
SET001592,MER0062,2025-06-01,2,1782.73,1750.83,VARIANCE
SET001593,MER0062,2025-06-08,3,1623.3,1600.07,VARIANCE
SET001594,MER0062,2025-06-15,3,2298.03,2241.26,VARIANCE
SET001595,MER0062,2025-06-22,2,2536.48,2488.42,VARIANCE
SET001596,MER0062,2025-06-29,2,1703.17,1673.2,VARIANCE
SET001597,MER0063,2025-01-05,1,694.68,689.32,VARIANCE
SET001598,MER0063,2025-01-12,1,812.68,792.16,VARIANCE
SET001599,MER0063,2025-01-19,4,8459.77,8256.17,VARIANCE
SET001600,MER0063,2025-01-26,0,0.0,0.0,MATCHED
SET001601,MER0063,2025-02-02,5,5500.24,5413.36,VARIANCE
SET001602,MER0063,2025-02-09,2,1028.99,1025.35,VARIANCE
SET001603,MER0063,2025-02-16,6,2073.05,2012.07,VARIANCE
SET001604,MER0063,2025-02-23,2,1022.99,1005.88,VARIANCE
SET001605,MER0063,2025-03-02,4,9664.8,9615.91,VARIANCE
SET001606,MER0063,2025-03-09,3,2287.28,2270.47,VARIANCE
SET001607,MER0063,2025-03-16,4,3838.05,3763.54,VARIANCE
SET001608,MER0063,2025-03-23,4,1162.56,1145.69,VARIANCE
SET001609,MER0063,2025-03-30,2,497.15,488.16,VARIANCE
SET001610,MER0063,2025-04-06,0,0.0,0.0,MATCHED
SET001611,MER0063,2025-04-13,2,500.89,487.08,VARIANCE
SET001612,MER0063,2025-04-20,0,0.0,0.0,MATCHED
SET001613,MER0063,2025-04-27,4,1800.85,1793.95,VARIANCE
SET001614,MER0063,2025-05-04,2,1087.28,1060.92,VARIANCE
SET001615,MER0063,2025-05-11,3,1441.83,1410.92,VARIANCE
SET001616,MER0063,2025-05-18,2,1473.14,1453.6,VARIANCE
SET001617,MER0063,2025-05-25,2,2025.04,2006.64,VARIANCE
SET001618,MER0063,2025-06-01,2,1904.98,1884.88,VARIANCE
SET001619,MER0063,2025-06-08,4,2902.34,2842.19,VARIANCE
SET001620,MER0063,2025-06-15,2,964.81,945.74,VARIANCE
SET001621,MER0063,2025-06-22,4,4038.65,3919.06,VARIANCE
SET001622,MER0063,2025-06-29,5,1656.12,1645.9,VARIANCE
SET001623,MER0064,2025-01-05,2,2749.95,2698.57,VARIANCE
SET001624,MER0064,2025-01-12,2,2751.79,2693.32,VARIANCE
SET001625,MER0064,2025-01-19,4,2811.18,2744.32,VARIANCE
SET001626,MER0064,2025-01-26,3,1763.46,1736.66,VARIANCE
SET001627,MER0064,2025-02-02,2,1334.96,1300.91,VARIANCE
SET001628,MER0064,2025-02-09,6,2048.51,2007.07,VARIANCE
SET001629,MER0064,2025-02-16,1,282.38,274.8,VARIANCE
SET001630,MER0064,2025-02-23,3,1183.52,1154.77,VARIANCE
SET001631,MER0064,2025-03-02,2,1489.87,1468.75,VARIANCE
SET001632,MER0064,2025-03-09,0,0.0,0.0,MATCHED
SET001633,MER0064,2025-03-16,4,2500.88,2433.9,VARIANCE
SET001634,MER0064,2025-03-23,4,2911.33,2900.13,VARIANCE
SET001635,MER0064,2025-03-30,1,678.42,659.28,VARIANCE
SET001636,MER0064,2025-04-06,2,1148.98,1128.74,VARIANCE
SET001637,MER0064,2025-04-13,4,3270.64,3201.27,VARIANCE
SET001638,MER0064,2025-04-20,2,1717.72,1669.17,VARIANCE
SET001639,MER0064,2025-04-27,2,551.46,539.81,VARIANCE
SET001640,MER0064,2025-05-04,2,1723.1,1694.21,VARIANCE
SET001641,MER0064,2025-05-11,4,2282.03,2260.75,VARIANCE
SET001642,MER0064,2025-05-18,1,1548.44,1514.03,VARIANCE
SET001643,MER0064,2025-05-25,1,231.52,227.21,VARIANCE
SET001644,MER0064,2025-06-01,0,0.0,0.0,MATCHED
